"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.626436822E0;5.033808947E-1;9.457096457E-2;9.830592155E0;9.843925951E0
2.628433593E0;4.985924959E-1;7.062894851E-2;9.821015358E0;9.833917103E0
2.630430363E0;4.698620737E-1;8.499415964E-2;9.835380554E0;9.846964254E0
2.632427134E0;4.938040972E-1;9.935937077E-2;9.816226959E0;9.829141696E0
2.634423905E0;5.033808947E-1;8.499415964E-2;9.825803757E0;9.839056652E0
2.636420676E0;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
2.638417447E0;4.794389009E-1;8.978256583E-2;9.825803757E0;9.837903335E0
2.640414218E0;4.985924959E-1;9.935937077E-2;9.840168953E0;9.853293449E0
2.642410988E0;5.129576921E-1;8.978256583E-2;9.821015358E0;9.834812106E0
2.644407759E0;4.985924959E-1;9.457096457E-2;9.840168953E0;9.853246326E0
2.646404530E0;5.081692934E-1;8.020575345E-2;9.821015358E0;9.834480752E0
2.648401301E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
2.650398072E0;4.842272997E-1;8.978256583E-2;9.811438560E0;9.823790695E0
2.652394843E0;4.938040972E-1;9.457096457E-2;9.840168953E0;9.853005185E0
2.654391613E0;4.938040972E-1;8.020575345E-2;9.825803757E0;9.838531136E0
2.656388384E0;5.081692934E-1;8.978256583E-2;9.830592155E0;9.844127136E0
2.658385155E0;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
2.660381926E0;4.985924959E-1;9.935937077E-2;9.830592155E0;9.843729420E0
2.662378697E0;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
2.664375468E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
2.666372238E0;4.985924959E-1;8.978256583E-2;9.835380554E0;9.848419469E0
2.668369009E0;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
2.670365780E0;4.938040972E-1;1.041477770E-1;9.825803757E0;9.838755445E0
2.672362551E0;5.081692934E-1;9.935937077E-2;9.811438560E0;9.825092109E0
2.674359322E0;5.033808947E-1;1.041477770E-1;9.816226959E0;9.829677045E0
2.676356093E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
2.678352863E0;4.890156984E-1;8.978256583E-2;9.840168953E0;9.852721567E0
2.680349634E0;4.938040972E-1;9.935937077E-2;9.821015358E0;9.833923807E0
2.682346405E0;4.890156984E-1;1.041477770E-1;9.844957352E0;9.857645174E0
2.684343176E0;4.890156984E-1;9.457096457E-2;9.840168953E0;9.852766365E0
2.686339947E0;4.890156984E-1;8.499415964E-2;9.821015358E0;9.833549869E0
2.688336718E0;4.985924959E-1;9.935937077E-2;9.840168953E0;9.853293449E0
2.690333488E0;4.890156984E-1;9.935937077E-2;9.830592155E0;9.843248994E0
2.692330259E0;4.842272997E-1;8.499415964E-2;9.821015358E0;9.833312908E0
2.694327030E0;4.938040972E-1;8.978256583E-2;9.835380554E0;9.848178209E0
2.696323801E0;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
2.698320572E0;4.985924959E-1;7.541735470E-2;9.821015358E0;9.833952660E0
2.700317343E0;5.081692934E-1;9.935937077E-2;9.835380554E0;9.849000912E0
2.702314113E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
2.704310884E0;5.033808947E-1;1.137245819E-1;9.830592155E0;9.844128592E0
2.706307655E0;4.842272997E-1;1.089361757E-1;9.816226959E0;9.828766702E0
2.708304426E0;5.081692934E-1;7.541735470E-2;9.821015358E0;9.834442865E0
2.710301197E0;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
2.712297968E0;4.985924959E-1;9.935937077E-2;9.830592155E0;9.843729420E0
2.714294738E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
2.716291509E0;4.842272997E-1;8.499415964E-2;9.821015358E0;9.833312908E0
2.718288280E0;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
2.720285051E0;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
2.722281822E0;5.033808947E-1;8.499415964E-2;9.825803757E0;9.839056652E0
2.724278593E0;4.938040972E-1;8.978256583E-2;9.830592155E0;9.843396036E0
2.726275363E0;4.985924959E-1;8.499415964E-2;9.840168953E0;9.853159062E0
2.728272082E0;5.081692934E-1;8.020575345E-2;9.830592155E0;9.844044449E0
2.730268801E0;4.938040972E-1;8.978256583E-2;9.835380554E0;9.848178209E0
2.732265520E0;4.842272997E-1;9.457096457E-2;9.825803757E0;9.838182719E0
2.734262238E0;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
2.736258957E0;5.033808947E-1;9.935937077E-2;9.830592155E0;9.843973117E0
2.738255676E0;4.890156984E-1;8.978256583E-2;9.830592155E0;9.843156983E0
2.740252395E0;5.033808947E-1;9.935937077E-2;9.830592155E0;9.843973117E0
2.742249113E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
2.744245832E0;4.985924959E-1;8.499415964E-2;9.840168953E0;9.853159062E0
2.746242551E0;4.890156984E-1;8.978256583E-2;9.835380554E0;9.847939272E0
2.748239270E0;5.081692934E-1;9.457096457E-2;9.844957352E0;9.858517381E0
2.750235988E0;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
2.752232707E0;5.081692934E-1;8.499415964E-2;9.825803757E0;9.839302796E0
2.754229426E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
2.756226145E0;4.938040972E-1;9.935937077E-2;9.821015358E0;9.833923807E0
2.758222863E0;4.842272997E-1;9.457096457E-2;9.830592155E0;9.842965096E0
2.760219582E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
2.762216301E0;4.985924959E-1;7.541735470E-2;9.816226959E0;9.829170564E0
2.764213020E0;4.985924959E-1;1.041477770E-1;9.830592155E0;9.843778917E0
2.766209738E0;4.985924959E-1;1.089361757E-1;9.830592155E0;9.843830743E0
2.768206457E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
2.770203176E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
2.772199895E0;4.985924959E-1;8.978256583E-2;9.816226959E0;9.829291282E0
2.774196613E0;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
2.776193332E0;5.081692934E-1;9.935937077E-2;9.821015358E0;9.834655610E0
2.778190051E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.780186770E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
2.782183488E0;4.890156984E-1;8.020575345E-2;9.830592155E0;9.843074288E0
2.784180207E0;5.129576921E-1;8.499415964E-2;9.821015358E0;9.834769558E0
2.786176926E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
2.788173645E0;4.890156984E-1;8.978256583E-2;9.844957352E0;9.857503869E0
2.790170363E0;5.081692934E-1;9.935937077E-2;9.825803757E0;9.839437371E0
2.792167082E0;4.842272997E-1;9.457096457E-2;9.830592155E0;9.842965096E0
2.794163801E0;4.746504724E-1;8.499415964E-2;9.816226959E0;9.828063329E0
2.796160520E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
2.798157238E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
2.800153957E0;4.890156984E-1;9.457096457E-2;9.840168953E0;9.852766365E0
2.802150676E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.804147395E0;4.938040972E-1;1.041477770E-1;9.840168953E0;9.853101759E0
2.806144113E0;4.890156984E-1;9.935937077E-2;9.840168953E0;9.852813490E0
2.808140832E0;4.842272997E-1;9.457096457E-2;9.830592155E0;9.842965096E0
2.810137551E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
2.812134270E0;5.033808947E-1;9.457096457E-2;9.835380554E0;9.848707866E0
2.814131041E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
2.816127811E0;5.033808947E-1;8.499415964E-2;9.835380554E0;9.848620562E0
2.818124582E0;4.938040972E-1;1.041477770E-1;9.811438560E0;9.824409187E0
2.820121353E0;4.890156984E-1;8.978256583E-2;9.835380554E0;9.847939272E0
2.822118124E0;5.033808947E-1;9.457096457E-2;9.830592155E0;9.843925951E0
2.824114895E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
2.826111666E0;4.794389009E-1;9.457096457E-2;9.816226959E0;9.828383236E0
2.828108436E0;4.938040972E-1;8.499415964E-2;9.840168953E0;9.852917919E0
2.830105207E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
2.832101978E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
2.834098749E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
2.836095520E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
2.838092291E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
2.840089061E0;4.985924959E-1;1.041477770E-1;9.830592155E0;9.843778917E0
2.842085832E0;4.985924959E-1;8.978256583E-2;9.840168953E0;9.853201531E0
2.844082603E0;4.985924959E-1;8.020575345E-2;9.835380554E0;9.848336818E0
2.846079374E0;4.985924959E-1;9.935937077E-2;9.830592155E0;9.843729420E0
2.848076145E0;4.985924959E-1;7.541735470E-2;9.835380554E0;9.848298985E0
2.850072916E0;5.081692934E-1;8.978256583E-2;9.816226959E0;9.829781720E0
2.852069686E0;5.081692934E-1;9.457096457E-2;9.816226959E0;9.829826622E0
2.854066457E0;4.938040972E-1;8.020575345E-2;9.830592155E0;9.843313343E0
2.856063228E0;4.985924959E-1;9.935937077E-2;9.840168953E0;9.853293449E0
2.858059999E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
2.860056770E0;4.794389009E-1;9.935937077E-2;9.825803757E0;9.837995396E0
2.862053541E0;4.890156984E-1;7.541735470E-2;9.825803757E0;9.838254093E0
2.864050311E0;5.321113467E-1;1.089361757E-1;9.648633003E0;9.663908547E0
2.866047082E0;5.129576921E-1;1.328781992E-1;9.414001465E0;9.428902682E0
2.868043853E0;4.219780564E-1;8.499415964E-2;9.629479408E0;9.639095557E0
2.870040624E0;4.124012291E-1;5.147533491E-2;9.916783333E0;9.925488207E0
2.872037395E0;4.890156984E-1;8.978256583E-2;1.005085850E1;1.006314830E1
2.874034166E0;5.416881442E-1;9.457096457E-2;1.007958889E1;1.009457686E1
2.876030936E0;5.321113467E-1;7.541735470E-2;9.988609314E0;1.000305685E1
2.878027707E0;5.273229480E-1;7.541735470E-2;9.825803757E0;9.840232555E0
2.880024478E0;5.321113467E-1;8.978256583E-2;9.691728592E0;9.706740261E0
2.882021249E0;5.177460909E-1;1.137245819E-1;9.691728592E0;9.706214370E0
2.884018020E0;4.794389009E-1;1.041477770E-1;9.806650162E0;9.818915206E0
2.886014791E0;4.602852762E-1;8.499415964E-2;9.916783333E0;9.927823438E0
2.888011561E0;4.650736749E-1;8.020575345E-2;9.935936928E0;9.947138740E0
2.890008332E0;4.746504724E-1;8.020575345E-2;9.902418137E0;9.914111709E0
2.892005103E0;5.081692934E-1;9.457096457E-2;9.864110947E0;9.877644682E0
2.894001874E0;5.225345492E-1;9.457096457E-2;9.821015358E0;9.835361136E0
2.895998645E0;5.129576921E-1;1.041477770E-1;9.801861763E0;9.815827340E0
2.897995416E0;5.129576921E-1;1.089361757E-1;9.830592155E0;9.844568798E0
2.899992186E0;5.033808947E-1;8.978256583E-2;9.849745750E0;9.863008901E0
2.901988957E0;4.938040972E-1;9.935937077E-2;9.864110947E0;9.876963073E0
2.903985728E0;4.842272997E-1;8.978256583E-2;9.840168953E0;9.852485068E0
2.905982499E0;4.985924959E-1;7.541735470E-2;9.840168953E0;9.853081106E0
2.907979270E0;4.890156984E-1;9.935937077E-2;9.821015358E0;9.833684523E0
2.909976041E0;4.890156984E-1;8.499415964E-2;9.849745750E0;9.862243746E0
2.911972811E0;5.177460909E-1;8.499415964E-2;9.859322548E0;9.873273324E0
2.913969582E0;5.081692934E-1;8.978256583E-2;9.868899345E0;9.882381860E0
2.915966353E0;4.938040972E-1;1.137245819E-1;9.878476143E0;9.891464334E0
2.917963124E0;5.225345492E-1;1.041477770E-1;9.888052940E0;9.902397693E0
2.919959895E0;4.938040972E-1;7.541735470E-2;9.878476143E0;9.891098077E0
2.921956666E0;5.033808947E-1;8.978256583E-2;9.873687744E0;9.886918777E0
2.923953436E0;4.985924959E-1;8.499415964E-2;9.864110947E0;9.877069568E0
2.925950207E0;4.938040972E-1;8.020575345E-2;9.849745750E0;9.862442233E0
2.927946978E0;4.890156984E-1;8.978256583E-2;9.873687744E0;9.886197800E0
2.929943749E0;4.985924959E-1;8.499415964E-2;9.849745750E0;9.862723246E0
2.931940468E0;5.081692934E-1;9.935937077E-2;9.854534149E0;9.868128070E0
2.933937186E0;5.033808947E-1;8.020575345E-2;9.864110947E0;9.877272400E0
2.935933905E0;4.698620737E-1;8.499415964E-2;9.844957352E0;9.856529797E0
2.937930624E0;4.985924959E-1;8.499415964E-2;9.811438560E0;9.824466658E0
2.939927343E0;4.842272997E-1;8.978256583E-2;9.777919769E0;9.790314193E0
2.941924061E0;4.890156984E-1;9.457096457E-2;9.782708168E0;9.795379478E0
2.943920780E0;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
2.945917499E0;5.081692934E-1;9.457096457E-2;9.811438560E0;9.825044851E0
2.947914218E0;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
2.949910936E0;5.081692934E-1;8.978256583E-2;9.840168953E0;9.853690779E0
2.951907655E0;5.129576921E-1;1.089361757E-1;9.768342972E0;9.782408553E0
2.953904374E0;5.129576921E-1;8.499415964E-2;9.715670586E0;9.729573707E0
2.955901093E0;4.698620737E-1;1.137245819E-1;9.744400978E0;9.756385297E0
2.957897811E0;4.890156984E-1;9.457096457E-2;9.806650162E0;9.819290576E0
2.959894530E0;4.938040972E-1;8.978256583E-2;9.854534149E0;9.867306963E0
2.961891249E0;5.081692934E-1;9.935937077E-2;9.854534149E0;9.868128070E0
2.963887968E0;5.129576921E-1;8.978256583E-2;9.859322548E0;9.873065765E0
2.965884686E0;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
2.967881405E0;4.890156984E-1;1.041477770E-1;9.801861763E0;9.814605297E0
2.969878124E0;4.985924959E-1;8.978256583E-2;9.782708168E0;9.795817193E0
2.971874843E0;4.985924959E-1;8.978256583E-2;9.801861763E0;9.814945207E0
