"Pos_1_1";"B_1_1";"Pos_1_2";"B_1_2";"Pos_1_3";"B_1_3";"Pos_05_1";"B_2_1";"Pos_05_2";"B_2_2";"Pos_05_3";"B_2_3"
0,1621;0,0017;0,1022;7,7050E-4;0,1243;0,0014;0,1289;7,7392E-4;0,1479;0,0011;0,1766;0,0017
0,1632;0,0018;0,1030;7,8898E-4;0,1254;0,0014;0,1294;7,8087E-4;0,1485;0,0011;0,1774;0,0017
0,1644;0,0018;0,1039;8,0163E-4;0,1264;0,0015;0,1300;7,9480E-4;0,1492;0,0011;0,1781;0,0017
0,1654;0,0018;0,1047;8,1992E-4;0,1274;0,0015;0,1306;8,0377E-4;0,1498;0,0011;0,1788;0,0017
0,1666;0,0019;0,1056;8,3854E-4;0,1285;0,0015;0,1313;8,1292E-4;0,1505;0,0011;0,1795;0,0017
0,1678;0,0019;0,1066;8,5955E-4;0,1295;0,0016;0,1321;8,2801E-4;0,1512;0,0011;0,1802;0,0017
0,1691;0,0020;0,1076;8,7899E-4;0,1304;0,0016;0,1330;8,4193E-4;0,1519;0,0012;0,1808;0,0017
0,1703;0,0020;0,1086;8,9572E-4;0,1312;0,0016;0,1340;8,6055E-4;0,1526;0,0012;0,1813;0,0017
0,1715;0,0021;0,1096;9,2211E-4;0,1320;0,0017;0,1351;8,8008E-4;0,1532;0,0012;0,1819;0,0017
0,1727;0,0021;0,1106;9,4171E-4;0,1328;0,0017;0,1362;9,0092E-4;0,1537;0,0012;0,1824;0,0017
0,1738;0,0022;0,1116;9,6103E-4;0,1335;0,0017;0,1374;9,2272E-4;0,1542;0,0012;0,1830;0,0017
0,1749;0,0022;0,1124;9,8424E-4;0,1343;0,0018;0,1384;9,4284E-4;0,1547;0,0012;0,1836;0,0017
0,1759;0,0023;0,1133;0,0010;0,1351;0,0018;0,1395;9,6237E-4;0,1551;0,0012;0,1841;0,0017
0,1768;0,0023;0,1140;0,0010;0,1359;0,0018;0,1405;9,8125E-4;0,1554;0,0012;0,1847;0,0018
0,1777;0,0023;0,1146;0,0010;0,1368;0,0018;0,1415;0,0010;0,1558;0,0012;0,1853;0,0018
0,1785;0,0024;0,1151;0,0010;0,1378;0,0019;0,1425;0,0010;0,1562;0,0012;0,1860;0,0018
0,1794;0,0024;0,1155;0,0011;0,1388;0,0019;0,1434;0,0010;0,1567;0,0013;0,1869;0,0018
0,1803;0,0025;0,1159;0,0011;0,1397;0,0020;0,1441;0,0011;0,1572;0,0013;0,1878;0,0018
0,1812;0,0025;0,1162;0,0011;0,1406;0,0020;0,1448;0,0011;0,1577;0,0013;0,1888;0,0018
0,1821;0,0025;0,1166;0,0011;0,1415;0,0020;0,1453;0,0011;0,1583;0,0013;0,1899;0,0018
0,1831;0,0026;0,1169;0,0011;0,1424;0,0021;0,1458;0,0011;0,1590;0,0013;0,1911;0,0018
0,1841;0,0026;0,1174;0,0011;0,1432;0,0021;0,1463;0,0011;0,1597;0,0013;0,1923;0,0018
0,1850;0,0027;0,1180;0,0011;0,1439;0,0021;0,1467;0,0011;0,1605;0,0013;0,1935;0,0018
0,1860;0,0027;0,1185;0,0011;0,1446;0,0022;0,1472;0,0011;0,1613;0,0014;0,1947;0,0017
0,1869;0,0028;0,1192;0,0012;0,1452;0,0022;0,1477;0,0011;0,1621;0,0014;0,1958;0,0017
0,1879;0,0028;0,1200;0,0012;0,1458;0,0022;0,1481;0,0011;0,1629;0,0014;0,1968;0,0017
0,1889;0,0028;0,1208;0,0012;0,1463;0,0022;0,1486;0,0012;0,1636;0,0014;0,1977;0,0017
0,1898;0,0029;0,1217;0,0012;0,1469;0,0023;0,1490;0,0012;0,1644;0,0014;0,1986;0,0017
0,1907;0,0029;0,1226;0,0013;0,1475;0,0023;0,1495;0,0012;0,1651;0,0014;0,1996;0,0017
0,1916;0,0030;0,1235;0,0013;0,1481;0,0023;0,1500;0,0012;0,1659;0,0015;0,2005;0,0017
0,1925;0,0030;0,1243;0,0013;0,1488;0,0023;0,1505;0,0012;0,1666;0,0015;0,2015;0,0017
0,1934;0,0030;0,1251;0,0013;0,1495;0,0024;0,1511;0,0012;0,1673;0,0015;0,2024;0,0017
0,1943;0,0031;0,1259;0,0013;0,1504;0,0024;0,1516;0,0012;0,1681;0,0015;0,2034;0,0017
0,1952;0,0031;0,1268;0,0014;0,1512;0,0025;0,1521;0,0012;0,1689;0,0015;0,2044;0,0016
0,1960;0,0031;0,1277;0,0014;0,1520;0,0025;0,1526;0,0012;0,1696;0,0015;0,2054;0,0016
0,1968;0,0032;0,1285;0,0014;0,1529;0,0025;0,1530;0,0013;0,1703;0,0015;0,2064;0,0016
0,1977;0,0032;0,1293;0,0015;0,1537;0,0026;0,1536;0,0013;0,1710;0,0016;0,2074;0,0016
0,1985;0,0032;0,1301;0,0015;0,1546;0,0026;0,1541;0,0013;0,1717;0,0016;0,2084;0,0016
0,1994;0,0033;0,1308;0,0015;0,1555;0,0026;0,1548;0,0013;0,1722;0,0016;0,2094;0,0016
0,2002;0,0033;0,1315;0,0015;0,1563;0,0027;0,1555;0,0013;0,1727;0,0016;0,2104;0,0015
0,2009;0,0033;0,1321;0,0015;0,1570;0,0027;0,1562;0,0013;0,1732;0,0016;0,2114;0,0015
0,2017;0,0033;0,1326;0,0016;0,1578;0,0027;0,1568;0,0013;0,1738;0,0016;0,2126;0,0015
0,2025;0,0034;0,1330;0,0016;0,1585;0,0028;0,1575;0,0014;0,1743;0,0016;0,2138;0,0015
0,2033;0,0034;0,1335;0,0016;0,1592;0,0028;0,1581;0,0014;0,1749;0,0016;0,2150;0,0014
0,2041;0,0034;0,1339;0,0016;0,1599;0,0028;0,1587;0,0014;0,1755;0,0016;0,2164;0,0014
0,2048;0,0034;0,1343;0,0016;0,1606;0,0029;0,1594;0,0014;0,1760;0,0016;0,2178;0,0014
0,2056;0,0035;0,1346;0,0016;0,1613;0,0029;0,1601;0,0014;0,1767;0,0017;0,2192;0,0014
0,2063;0,0035;0,1349;0,0016;0,1618;0,0029;0,1607;0,0014;0,1772;0,0017;0,2205;0,0013
0,2071;0,0035;0,1352;0,0017;0,1624;0,0029;0,1614;0,0014;0,1778;0,0017;0,2218;0,0013
0,2078;0,0035;0,1355;0,0017;0,1631;0,0030;0,1621;0,0015;0,1784;0,0017;0,2231;0,0013
0,2086;0,0035;0,1358;0,0017;0,1638;0,0030;0,1629;0,0015;0,1791;0,0017;0,2244;0,0012
0,2093;0,0035;0,1362;0,0017;0,1645;0,0030;0,1637;0,0015;0,1798;0,0017;0,2257;0,0012
0,2101;0,0036;0,1365;0,0017;0,1652;0,0030;0,1645;0,0015;0,1806;0,0017;0,2269;0,0012
0,2110;0,0036;0,1368;0,0017;0,1660;0,0031;0,1654;0,0015;0,1813;0,0017;0,2280;0,0012
0,2118;0,0036;0,1371;0,0017;0,1667;0,0031;0,1662;0,0015;0,1821;0,0017;0,2290;0,0011
0,2127;0,0036;0,1375;0,0017;0,1674;0,0031;0,1670;0,0016;0,1828;0,0017;0,2299;0,0011
0,2135;0,0036;0,1379;0,0018;0,1680;0,0031;0,1679;0,0016;0,1836;0,0017;0,2308;0,0011
0,2145;0,0036;0,1382;0,0018;0,1686;0,0032;0,1688;0,0016;0,1843;0,0018;0,2317;0,0011
0,2153;0,0036;0,1386;0,0018;0,1691;0,0032;0,1696;0,0016;0,1850;0,0018;0,2327;0,0011
0,2162;0,0036;0,1389;0,0018;0,1697;0,0032;0,1704;0,0016;0,1856;0,0018;0,2337;0,0010
0,2171;0,0036;0,1392;0,0018;0,1702;0,0032;0,1710;0,0016;0,1863;0,0018;0,2346;0,0010
0,2180;0,0036;0,1396;0,0018;0,1708;0,0032;0,1715;0,0016;0,1869;0,0018;0,2355;0,0010
0,2188;0,0036;0,1400;0,0018;0,1714;0,0033;0,1721;0,0017;0,1876;0,0018;0,2364;9,8666E-4
0,2196;0,0036;0,1404;0,0019;0,1721;0,0033;0,1726;0,0017;0,1884;0,0018;0,2373;9,7000E-4
0,2205;0,0036;0,1409;0,0019;0,1731;0,0033;0,1732;0,0017;0,1893;0,0018;0,2380;9,5362E-4
0,2215;0,0036;0,1414;0,0019;0,1741;0,0033;0,1738;0,0017;0,1902;0,0018;0,2387;9,3747E-4
0,2226;0,0036;0,1417;0,0019;0,1753;0,0034;0,1744;0,0017;0,1913;0,0018;0,2392;9,2774E-4
0,2237;0,0036;0,1420;0,0019;0,1764;0,0034;0,1751;0,0017;0,1925;0,0018;0,2397;9,1662E-4
0,2250;0,0036;0,1422;0,0019;0,1774;0,0034;0,1759;0,0017;0,1937;0,0018;0,2402;9,0679E-4
